TAHUN,SUBJEK,UNIT,TAJUK,SK,SP,,TEMA,TAJUK/KEMAHIRAN/NILAITERAS
Program Khas,PROGRAM SEKOLAH,-,PEMBUKAAN SEKOLAH,-,-,,-,-
Murid Ceria Guru Bahagia,PROGRAM SEKOLAH,,Murid Ceria Guru Bahagia,,,,,
Murid Ceria Guru Bahagia,PROGRAM SEKOLAH,,Murid Ceria Guru Bahagia,,,,,
Program Khas,PROGRAM SEKOLAH,-,PROGRAM KHAS,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI - PENGGAL 1,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI - PENGGAL 2,-,-,,-,-
Cuti Persekolahan,CUTI,-,CUTI AKHIR TAHUN,-,-,,-,-
6,PEND. JASMANI SJKC 华校体育,,,3.1能够做出体能概念的活动,3.1.1能够进行热身与松弛活动,,,
6,PEND. JASMANI SJKC 华校体育,,,3.1能够做出体能概念的活动,3.1.2能够在进行体能运动前后计算脉搏率,,,
6,PEND. JASMANI SJKC 华校体育,,,3.2 进行增加心肺功能的活动,3.2.1 在限定的时间内进行可提升心肺耐力的低强度至中强度的有氧运动,,,
6,PEND. JASMANI SJKC 华校体育,,,3.3能够正确地进行柔韧性的活动,3.3.1 能够进行针对性的伸展活动,,,
6,PEND. JASMANI SJKC 华校体育,,,3.4 能够做出体操以增加肌肉的耐力,3.4.1能够做出各项肌肉锻炼,,,
6,PEND. JASMANI SJKC 华校体育,,,3.5 进行涉及身体的构造的活动,3.5.1测量身体的高度与重量,,,
6,PEND. JASMANI SJKC 华校体育,,,3.6测试身体身体敏捷的指数,3.6.1能够依据《国民体能测试准则（SEGAK）》，进行体能测试,,,
6,PEND. JASMANI SJKC 华校体育,,,3.6测试身体身体敏捷的指数,3.6.2 记录体能测试的成绩,,,
6,PEND. JASMANI SJKC 华校体育,,,3.6测试身体身体敏捷的指数,3.6.3进行体能以改进并提升能测试的成绩,,,
6,PEND. JASMANI SJKC 华校体育,,,4.1能够在进行活动时，实践体能概念,4.1.1能够设计热身和松弛活动,,,
6,PEND. JASMANI SJKC 华校体育,,,4.1能够在进行活动时，实践体能概念,4.1.2 能够以脉率为指标来调整和设计体能活动,,,
6,PEND. JASMANI SJKC 华校体育,,,4.2 应用心肺功能的基本概念,4.2.1能够说明使用科技（智能表）监控运动的频率和强度,,,
6,PEND. JASMANI SJKC 华校体育,,,4.2 应用心肺功能的基本概念,4.2.2能够依据FITT原则制定有氧训练计划,,,
6,PEND. JASMANI SJKC 华校体育,,,4.3能够应用柔韧性的基本概念,4.3.1 能够确认可可提升身体的柔韧性的伸展活动,,,
6,PEND. JASMANI SJKC 华校体育,,,4.3能够应用柔韧性的基本概念,4.3.2能够依据FITT原则制定柔韧训练计划,,,
6,PEND. JASMANI SJKC 华校体育,,,4.4 能够实践肌肉耐力体操的概念,4.4.1能够说出进行肌肉耐力体操时主要肌肉的名称,,,
6,PEND. JASMANI SJKC 华校体育,,,4.4 能够实践肌肉耐力体操的概念,4.4.2能够依据FITT原则制定肌肉训练计划,,,
6,PEND. JASMANI SJKC 华校体育,,,4.5能够明白身体的构造与敏捷之间的关系,4.5.1能够以标准的身体质量指数(体质指数)与自身的身体质量指数作比较,,,
6,PEND. JASMANI SJKC 华校体育,,,4.5能够明白身体的构造与敏捷之间的关系,4.5.2 能够说明减少运动不足症的方法,,,
6,PEND. JASMANI SJKC 华校体育,,,4.6能够确认身体敏捷的指数,4.6.1 能对照自己体能测试中的表现和SEGAK标准指南,,,
6,PEND. JASMANI SJKC 华校体育,,,4.6能够确认身体敏捷的指数,4.6.2能够提出适当的处理提升体能和身体质量的方法,,,
6,PEND. JASMANI SJKC 华校体育,,,5.1 能够遵守及实践管理及安全的元素,5.1.1能够说明根据所进行的活动，自身的准备与适合的衣着,,,
6,PEND. JASMANI SJKC 华校体育,,,5.1 能够遵守及实践管理及安全的元素,5.1.2能够说明会为自身危险的情况和用具,,,
6,PEND. JASMANI SJKC 华校体育,,,5.1 能够遵守及实践管理及安全的元素,5.1.3 能够列出遵守游戏规则的好处,,,
6,PEND. JASMANI SJKC 华校体育,,,5.1 能够遵守及实践管理及安全的元素,5.1.4 能够确认有关空间可以安全地进行活动,,,
6,PEND. JASMANI SJKC 华校体育,,,5.2进行活动时，能够表现出自信与责任感,5.2.1养成运动的好习惯,,,
6,PEND. JASMANI SJKC 华校体育,,,5.2进行活动时，能够表现出自信与责任感,5.2.2 勤练习，熟练技能以达成目标,,,
6,PEND. JASMANI SJKC 华校体育,,,5.2进行活动时，能够表现出自信与责任感,5.2.3 能够及时思考、进行规划并做出明智的决定,,,
6,PEND. JASMANI SJKC 华校体育,,,5.2进行活动时，能够表现出自信与责任感,5.2.4能够接受挑战，享受整个活动的过程,,,
6,PEND. JASMANI SJKC 华校体育,,,5.3能够在不同的情况下以不同的方式和队友沟通,5.3.1能够给予和接受评价,,,
6,PEND. JASMANI SJKC 华校体育,,,5.3能够在不同的情况下以不同的方式和队友沟通,5.3.2能够听取别人的意见并提出想法以解决问题,,,
6,PEND. JASMANI SJKC 华校体育,,,5.3能够在不同的情况下以不同的方式和队友沟通,5.3.3能够尊敬别人的意见,,,
6,PEND. JASMANI SJKC 华校体育,,,5.3能够在不同的情况下以不同的方式和队友沟通,5.3.4能够积极进行沟通,,,
6,PEND. JASMANI SJKC 华校体育,,,5.4 能够分组，并互相合作的进行活动,5.4.1扮演组长的角色,,,
6,PEND. JASMANI SJKC 华校体育,,,5.4 能够分组，并互相合作的进行活动,5.4.2积极地参与活动,,,
6,PEND. JASMANI SJKC 华校体育,,,5.4 能够分组，并互相合作的进行活动,5.4.3进行活动时，指导队友,,,
6,PEND. JASMANI SJKC 华校体育,,,5.4 能够分组，并互相合作的进行活动,5.4.4接受成员/组员的能力,,,
6,PEND. JASMANI SJKC 华校体育,,,5.4 能够分组，并互相合作的进行活动,5.4.5分工合作进行活动,,,
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.1 Meneroka pelbagai corak pergerakan berdasarkan konsep pergerakan.,1.1.1 Melakukan pergerakan yang melibatkan kesedaran tubuh badan dari segi bentuk‚ imbangan‚ pemindahan berat badan dan layangan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.1 Meneroka pelbagai corak pergerakan berdasarkan konsep pergerakan.,1.1.2 Melakukan pergerakan yang melibatkan kesedaran ruang diri‚ ruang am dan batasan ruang dalam pelbagai arah dan aras,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.1 Meneroka pelbagai corak pergerakan berdasarkan konsep pergerakan.,1.1.3 Melakukan pergerakan mengikut arah depan‚ belakang‚ kiri‚ kanan‚ atas dan bawah berdasarkan isyarat,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.1 Meneroka pelbagai corak pergerakan berdasarkan konsep pergerakan.,1.1.4 Menukar arah dari hadapan ke belakang dan kiri ke kanan mengikut tempo‚ irama dan isyarat.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.1 Meneroka pelbagai corak pergerakan berdasarkan konsep pergerakan.,1.1.5 Melakukan pergerakan dalam laluan lurus‚ berlengkok‚ spiral dan zig-zag.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.1 Meneroka pelbagai corak pergerakan berdasarkan konsep pergerakan.,1.1.6 Melakukan pergerakan yang berbeza kelajuan berdasarkan tempo‚ irama dan isyarat.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.1 Meneroka pelbagai corak pergerakan berdasarkan konsep pergerakan.,1.1.7 Melakukan pergerakan yang berbeza penggunaan daya antara ringan dengan berat.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.1 Menggunakan pengetahuan konsep pergerakan semasa meneroka pelbagai corak pergerakan.,2.1.1 Menyatakan bentuk badan‚ imbangan‚ pemindahan berat badan dan layangan semasa melakukan aktiviti.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.1 Menggunakan pengetahuan konsep pergerakan semasa meneroka pelbagai corak pergerakan.,2.1.2 Mengenal pasti ruang diri pada pelbagai aras.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.1 Menggunakan pengetahuan konsep pergerakan semasa meneroka pelbagai corak pergerakan.,2.1.3 Mengenal pasti ruang am.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.1 Menggunakan pengetahuan konsep pergerakan semasa meneroka pelbagai corak pergerakan.,2.1.4 Mengenal pasti arah pergerakan kiri‚ kanan‚ hadapan‚ belakang‚ atas dan bawah.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.1 Menggunakan pengetahuan konsep pergerakan semasa meneroka pelbagai corak pergerakan.,2.1.5 Menyatakan laluan pergerakan.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.1 Menggunakan pengetahuan konsep pergerakan semasa meneroka pelbagai corak pergerakan.,2.1.6 Menyatakan cara mengawal kelajuan semasa bergerak berdasarkan tempo‚ irama dan isyarat.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.1 Menggunakan pengetahuan konsep pergerakan semasa meneroka pelbagai corak pergerakan.,2.1.7 Mengenal pasti penggunaan daya yang berbeza dalam pergerakan.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.1 Mematuhi dan mengamalkan elemen pengurusan dan keselamatan.,5.1.1 Membuat persediaan diri sebelum‚ semasa dan selepas melakukan aktiviti Pendidikan Jasmani.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.1 Mematuhi dan mengamalkan elemen pengurusan dan keselamatan.,5.1.2 Menggunakan alatan bersama-sama dan menunggu giliran semasa menjalankan aktiviti.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.1 Mematuhi dan mengamalkan elemen pengurusan dan keselamatan.,5.1.3 Mematuhi arahan guru semasa melakukan aktiviti Pendidikan Jasmani.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.1 Mematuhi dan mengamalkan elemen pengurusan dan keselamatan.,5.1.4 Mengenali dan mematuhi peraturan keselamatan di tempat melakukan aktiviti Pendidikan Jasmani.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.2 Menunjukkan keyakinan dan tanggungjawab kendiri semasa melakukan aktiviti.,5.2.1 Mempamerkan rasa seronok melakukan aktiviti baharu dalam Pendidikan Jasmani. (*Cadangan: Menggunakan elemen TMK di link bit.ly/modultmkt1),,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.2 Menunjukkan keyakinan dan tanggungjawab kendiri semasa melakukan aktiviti.,5.2.2 Menerima cabaran‚ kemenangan dan kekalahan dalam permainan,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.3 Berkomunikasi dalam pelbagai cara semasa melakukan aktiviti.,5.3.1 Berkomunikasi dengan rakan dan guru semasa melakukan aktiviti fizikal.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.4 Membentuk kumpulan dan bekerjasama dalam kumpulan semasa melakukan aktiviti.,5.4.1 Mempamerkan aktiviti secara berpasangan,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Konsep Pergerakan,5. Kesukanan ( Domain Afektif ),5.4 Membentuk kumpulan dan bekerjasama dalam kumpulan semasa melakukan aktiviti.,5.4.2 Mempamerkan rasa seronok semasa melakukan aktiviti dalam kumpulan.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.2 Melakukan pelbagai pergerakan lokomotor,1.2.1 Melakukan pergerakan berjalan‚ berlari‚ melompat‚ melompat sebelah kaki (hopping)‚ mencongklang (galloping)‚ menggelongsor‚ melonjak (leaping) dan berskip.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.2 Melakukan pelbagai pergerakan lokomotor,1.2.2 Melakukan pergerakan melompat dengan menggunakan kedua-dua belah kaki atau sebelah kaki dan mendarat menggunakan kedua-dua belah kaki dengan lutut difleksi.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.2 Melakukan pelbagai pergerakan lokomotor,1.2.3 Melakukan pergerakan lokomotor dalam pelbagai arah‚ aras‚ laluan dan kelajuan dengan rakan dan alatan. (*Cadangan: Menggunakan elemen TMK di link bit.ly/modultmkt1),,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.2 Melakukan pelbagai pergerakan lokomotor,1.2.4 Melakukan lompat tali yang diayun berulang-ulang oleh dua orang rakan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.2 Melakukan pelbagai pergerakan lokomotor,1.2.5 Melakukan pergerakan lokomotor mengikut irama.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.3 Melakukan pelbagai pergerakan bukan lokomotor.,1.3.1 Melakukan pergerakan fleksi badan (membongkok)‚ mengayun‚ memusing‚ mengilas‚ meregang‚ menolak‚ menarik dan mengimbang.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.3 Melakukan pelbagai pergerakan bukan lokomotor.,1.3.2 Melakukan pergerakan bukan lokomotor dalam pelbagai satah‚ aras‚ pemindahan berat badan dan daya dengan rakan dan alatan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.3 Melakukan pelbagai pergerakan bukan lokomotor.,1.3.3 Melakukan pergerakan bukan lokomotor mengikut irama.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.2 Menggunakan pengetahuan konsep pergerakan dan prinsip mekanik dalam pergerakan lokomotor dan bukan lokomotor.,2.2.1 Menyatakan pergerakan lokomotor dan bukan lokomotor. (*Cadangan: Menggunakan elemen TMK di link bit.ly/modultmkt1),,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.2 Menggunakan pengetahuan konsep pergerakan dan prinsip mekanik dalam pergerakan lokomotor dan bukan lokomotor.,2.2.2 Mengenal pasti kedudukan anggota badan semasa melakukan pergerakan lokomotor dan bukan lokomotor.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.2 Menggunakan pengetahuan konsep pergerakan dan prinsip mekanik dalam pergerakan lokomotor dan bukan lokomotor.,2.2.3 Mengenal pasti perbezaan tempo semasa melakukan pergerakan lokomotor dan bukan lokomotor mengikut irama.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.1 Mematuhi dan mengamalkan elemen pengurusan dan keselamatan.,5.1.1 Membuat persediaan diri sebelum‚ semasa dan selepas melakukan aktiviti Pendidikan Jasmani.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.1 Mematuhi dan mengamalkan elemen pengurusan dan keselamatan.,5.1.2 Menggunakan alatan bersama-sama dan menunggu giliran semasa menjalankan aktiviti.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.1 Mematuhi dan mengamalkan elemen pengurusan dan keselamatan.,5.1.3 Mematuhi arahan guru semasa melakukan aktiviti Pendidikan Jasmani.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.1 Mematuhi dan mengamalkan elemen pengurusan dan keselamatan.,5.1.4 Mengenali dan mematuhi peraturan keselamatan di tempat melakukan aktiviti Pendidikan Jasmani.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.2 Menunjukkan keyakinan dan tanggungjawab kendiri semasa melakukan aktiviti.,5.2.1 Mempamerkan rasa seronok melakukan aktiviti baharu dalam Pendidikan Jasmani. (*Cadangan: Menggunakan elemen TMK di link bit.ly/modultmkt1),,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.2 Menunjukkan keyakinan dan tanggungjawab kendiri semasa melakukan aktiviti.,5.2.2 Menerima cabaran‚ kemenangan dan kekalahan dalam permainan,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.3 Berkomunikasi dalam pelbagai cara semasa melakukan aktiviti.,5.3.1 Berkomunikasi dengan rakan dan guru semasa melakukan aktiviti fizikal.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.4 Membentuk kumpulan dan bekerjasama dalam kumpulan semasa melakukan aktiviti.,5.4.1 Mempamerkan aktiviti secara berpasangan,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran : Pergerakan Asas - Kemahiran Lokomotor Dan Bukan Lokomotor.,5. Kesukanan ( Domain Afektif ),5.4 Membentuk kumpulan dan bekerjasama dalam kumpulan semasa melakukan aktiviti.,5.4.2 Mempamerkan rasa seronok semasa melakukan aktiviti dalam kumpulan.,,,5. Kesukanan ( Domain Afektif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.1 Melakukan balingan bawah tangan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.2 Melakukan balingan atas kepala.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.3 Menangkap atau menerima objek yang dibaling secara perlahan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.4 Menangkap bola yang dilambung sendiri.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.5 Menendang bola yang digolek.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.6 Menendang bola dan seterusnya berlari ke hadapan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.7 Memukul belon ke atas dengan menggunakan anggota badan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.8 Memukul belon ke atas menggunakan alatan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.9 Mengelecek bola ke depan menggunakan bahagian dalam kaki.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,1. Kemahiran Pergerakan ( Domian Psikomotor ),1.4 Melakukan pelbagai kemahiran manipulasi.,1.4.10 Mengelecek bola berterusan menggunakan satu tangan.,,,1. Kemahiran Pergerakan ( Domian Psikomotor )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.3 Menggunakan pengetahuan konsep pergerakan dan prinsip mekanik bagi kemahiran manipulasi.,2.3.1 Mengenal pasti corak pergerakan yang melibatkan kemahiran balingan bawah tangan dan atas kepala.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.3 Menggunakan pengetahuan konsep pergerakan dan prinsip mekanik bagi kemahiran manipulasi.,2.3.2 Menyatakan kedudukan badan semasa membaling alatan.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
1,PEND. JASMANI SJKC(BM) 华校体育,Kemahiran :Pergerakan Asas - Kemahiran Manipulasi,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif ),2.3 Menggunakan pengetahuan konsep pergerakan dan prinsip mekanik bagi kemahiran manipulasi.,2.3.3 Menyatakan peranan tangan yang tidak membaling.,,,2. Aplikasi Pengetahuan Dalam Pergerakan ( Domain Kognitif )
